,TITLE,TIME,DESCRIPTION,CONTENT,year,month,day,hour,status,10,12,2018,2019,7nm,8150,855,ces,computex,facebook,finfet,mashdigi,mwc,qualcomm,sm8150,snapdragon,一款,三星,不過,今年,今年底,仍無法,仍維持,以現,作為,使用,傳聞,先前,全新,公布,分享,刊登,則是,包含,原文,可能,台積電,合作,同時將,名為,名稱,型號,多常,媒體,宣布,將以,將與,就是,常時,年底,廠商,應用,應該,或是,所指,所能,手機,打造,技術,指稱,授權,採用,接下,推出,提交,揭曉,文件,新款,新聞,明年,是否,更多,更多常時,最快,期間,機處,正式,消息,版本,理器,甚至,產品,目前,知曉細節,確定,確認,筆電,筆電產品,等到,維持,網獲,聯合,聯盟,至於,藍牙,規範,認證,資訊,轉載,連接,連網,階段,預期,預計,首波
361,台股尾盤急衝翻紅收漲16.54點 三大法人買超32.7億元,2019-04-10,台股今（10）日開低震盪，全場多數時間在平盤下整理，股王大立光下跌，但鴻海（2317）力撐在紅盤，台積電翻上平盤作收，...,"台股今（10）日開低震盪，全場多數時間在平盤下整理，股王大立光下跌，但鴻海（2317）力撐在紅盤，台積電翻上平盤作收，除有台達電、可成等電子股助陣外，搭配金融及傳產龍頭股尾盤強勢演出，推升指數翻紅，終場收在10,868.14點，上漲16.54點，成交量1,284.65億元；三大法人買超32.7億元，但僅自營收買超，外資及投信則是賣超。 
統計三大法人買賣超情況，外資及陸資（不含外資自營商）賣超1.96億元，投信賣超3.59億元，自營商買超（合計）38.27億元，其中自營商（自行買賣）買超26.47億元，自營商（避險）買超11.8億元。 
美股周二下挫，拖累台股今日表現，早盤開低後走勢震盪，股王大立光、權王台積電走跌，中斷上漲攻勢，由鴻海帶領具有個股題材及營收表現亮眼個股撐盤，盤中一度下探至10,815.61點，但台積電尾盤奮力拉抬，以平盤作收，大盤指數也翻紅上漲作收，再創半年高點。",2019,4,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
362,鴻海第1季營收衝同期新高 股價創波段高點,2019-04-11,鴻海3月和第1季營收均創同期新高，今天早盤股價走堅，最高來到84.7元，漲2%，是8個月來波段高點,"鴻海集團總裁郭台銘 （本報系資料庫） 分享   facebook      
鴻海3月和第1季營收均創同期新高，今天早盤股價走堅，最高來到84.7元，漲2%，是8個月來波段高點。 
若以減資後股本138.63億股粗估，鴻海今天早盤最高市值突破1.17兆元，市值增加235.6億元。 
鴻海自結3月合併營收3766.05億元，月增41.78%，比去年同期成長7.86%。鴻海3月營收來到歷年同期新高。累計今年前3月鴻海自結合併營收1兆563.32億元，較去年同期成長2.8%。鴻海第1季營收創歷史同期新高。 
展望第2季和今年營運表現，法人指出鴻海第2季業績仍待觀察整體經濟大環境走勢，尤其是美中貿易戰談判結果。今年鴻海控制費用得宜，預估毛利率和營業利益率可望較去年成長，今年每股純益有機會超過8.6元。 
亞系外資預估今年鴻海集團業績可較去年小幅成長低個位數百分點，續創歷史新高，今年本業營益表現可望較去年佳；對於鴻海今年展望可放遠，不侷限今年上半年的季節性淡季。 
鴻海集團總裁郭台銘先前宣示今年業績成長再創新高的決心，目前集團加上關聯企業群創和日本夏普等，業績已經突破新台幣6兆元，今年仍將持續開闢新領域。",2019,4,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
363,攸關川普連任 鴻海美國威州廠遭爆依舊看不出進展,2019-04-11,美國科技新聞網站Verge 10日報導，鴻海去年邀來美國總統川普參加破土典禮九個多月之後，鴻海威斯康辛州廠能被看見的設...,"美國科技新聞網站Verge 10日報導，鴻海去年邀來美國總統川普參加破土典禮九個多月之後，鴻海威斯康辛州廠能被看見的設廠進度非常少。鴻海威州廠是美國總統川普履行「帶工作回美國」競選承諾的一環，攸關川普的連任之路。 
Verge指出，儘管鴻海最近承諾威州廠要在明年年底前開始組裝液晶顯示幕，但是廠區的建設工程目前顯然大致停擺，情況讓當地人都不確定鴻海的計畫會怎麼往下走。 
Verge記者上個月到威斯康辛州進行調查採訪，知情人士透露，鴻海雖然在多個地點已經取得許可進行整建，但目前負責這些案子的承包商，還沒有跟鴻海簽約，也沒有拿到錢。根據鴻海規畫，這些廠辦位址將形成在威州所謂的「AI 8K+5G」生態系。 
報導說，其中有一個建物原本要用來做為鴻海科技樞紐，到現在還在原地主的手上，沒有賣出給鴻海。地主告訴Verge，他受夠了鴻海在買賣協商過程中一再更改計畫，所以決定中止合約。 
CNBC指出，美國總統川普去年6月特地親自出席鴻海威州廠的破土典禮，這項宣稱將投資100億美元的設廠計畫被外界認定是川普爭取連任的重要案件，代表兌現了川普要為美國帶回工作機會的競選時主張。但似乎受到美中貿易關係緊繃影響，威州廠進度看來是走走停停。? 
 
去年6月28日美國總統川普（中）特地和鴻海董事長郭台銘（右）以及當時的威州州長Scott Walker，一起參加鴻海威州廠破土典禮。 美聯社 分享   facebook",2019,4,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
364,萬頂國旗帽 郭董免費送股東,2019-04-11,鴻海董事長郭台銘先前在臉書及Line@帳號各提供300頂國旗帽給粉絲抽獎，分別吸引逾7萬人、20萬人參與抽獎，郭台銘於9日深夜在臉書貼文宣布好消息，表示收到幫鴻海製作國旗帽的工廠楊老闆訊息，想製作1萬頂鴻海國旗帽免費贈送給今年6月參與股東會的股東們。,"鴻海董事長郭台銘先前在臉書及Line@帳號各提供300頂國旗帽給粉絲抽獎，分別吸引逾7萬人、20萬人參與抽獎，郭台銘於9日深夜在臉書貼文宣布好消息，表示收到幫鴻海製作國旗帽的工廠楊老闆訊息，想製作1萬頂鴻海國旗帽免費贈送給今年6月參與股東會的股東們。 
郭台銘說，這個訊息讓他十分感動，而且鴻海股東們一定很開心，他表示，「為何國旗帽會紅，不是因為郭台銘，是因為大家愛中華民國真心不換」。 
郭台銘以「想想為何國旗帽會爆紅呢？」發文指出，「這兩天忙海外行程，沒和大家分享心情，但因為我收到一則來訊，十分感動，而且鴻海股東們一定很開心，所以雖然晚了點，還是趕快和大家報告」。 
郭台銘表示，幫鴻海製作國旗帽的工廠楊老闆，在臉書上傳訊表達想製作1萬頂的鴻海國旗帽，免費贈送給6月參與股東會的股東。",2019,4,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
365,鴻海撐盤、台積電收平盤 台股翻紅收漲16.54點,2019-04-10,美股周二下挫，拖累台股今（10）日表現，早盤開低後走勢震盪，股王大立光、權王台積電走跌，中斷上漲攻勢，由鴻海（2317...,"鴻海董事長郭台銘。 圖／聯合報系資料照片 分享   facebook     美股周二下挫，拖累台股今（10）日表現，早盤開低後走勢震盪，股王大立光、權王台積電走跌，中斷上漲攻勢，由鴻海（2317）帶領具有個股題材及營收表現亮眼個股撐盤，盤中一度下探至10,815.61點，但台積電尾盤奮力拉抬，以平盤作收，大盤指數也翻紅上漲，終場以10,868.14點作收，上漲16.54點，再創半年高點，成交量1,284.66億元。 
美國總統川普釋出將對歐盟商品加徵關稅消息，美歐貿易關係趨於緊張，加上國際貨幣基金（IMF）再度調降全球經濟成長預測，衝擊美股周二表現，道瓊工業指數大跌190.44點，以26,150.58點作收；那斯達克指數下跌44.61 點，收在7,909.28點；S&P500 指數下跌17.57點，收在2,878.2點；費城半導體指數收跌16.86點，以1,464.52 點作收。 
台股今日逢周選擇權結算，加上美股大跌的拖累，早盤以10,839.93點開出，下跌11.67點，股王大立光以平盤4,850元開出，終場收4,770元，下跌80元。 
權王台積電以253元下跌1元開出，尾盤一度翻紅至254.5元，終場收在平盤254元；鴻海以82.9元小紅開出，成為多頭指標，終場收83元，上漲0.5元。 
大立光在法說會前漲勢休息，盤面上以個股題材及營收亮眼股表現較搶眼，光學股走勢不同調，玉晶光下跌，但揚明光及亞光則是上漲，云辰受惠於基亞新藥授權消息的激勵，兩檔股票今日再亮燈攻上漲停，拉出第2根漲停板。 
台股早盤開低後一度下探後再往上拉升，縮小跌勢，尾盤翻紅，一度拉升至10,875.65點，終場收紅；法人指出，目前多頭續航力道仍在，從技術面來看，還是多方強勢控盤，上市櫃3月營收今日將全數公告，後續基本面表現值得觀察，另外，美國財報周所釋出的消息，也將牽動美股的表現。",2019,4,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
366,"權值股力挺 台股低檔翻升上漲16點收10,868",2019-04-10,"美股走勢不佳、大立光（3008）及台積電等指標股陷入整理，台股今（10）日多數時間維持在平盤之下整理，多頭仍力守10,...","美股走勢不佳、大立光（3008）及台積電等指標股陷入整理，台股今（10）日多數時間維持在平盤之下整理，多頭仍力守10,800點關卡。在台積電回穩力守平盤，可成、台達電隨之發威下，指數由低檔翻升，終場收盤指數為10,868.14點，上漲16.54點，成交量為1,284.65億元。 
今日宏達電、百和及易華電等股盤中走高，但多數權值股走勢疲軟；櫃買指數相對強勢，中小型股也表現為佳，單井、云辰、振維、再生-KY、勝悅-KY盤中亮燈漲停，揚明光爆量拉出長紅。 
原先市場交投熱絡的神盾、雙鴻、創意、泰碩、撼訊及健策等股盤中出現回檔。 
今日電子股普遍回檔整理，僅鴻海領軍的鴻準、貿聯-KY、東科-KY與所羅門等其他電子類股表現略佳；傳產類股的紡織、造紙、橡膠及觀光族群相對較強。 
元富投顧表示，台股盤勢維持多頭格局未變，指數區間先以10,650-11,000看待。 
籌碼方面，外資淨多單增加，顯示外資在台股仍屬偏多操作。以中小型股為主的櫃買指數表現也不遑多讓，股價創八個月以來的新高，5G與光學股是觀察重點。 
隨著美中貿易爭端降溫、基本面持穩下，仍有利於台股表現，預期台股這波漲勢未歇，短線可留意低位階且具基本面的個股與營收成長股。",2019,4,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
367,上市櫃最強3月 總營收2.8兆,2019-04-11,上市櫃公司3月營收昨（10）日全數出爐，總計達2.8兆元，是歷來最旺的3月，月增29.3%，年增0.7%，優於預期。首季總營收為7.95兆元，年增0.7%，創歷年同期新高。,"報系資料照 分享   facebook      
上市櫃公司3月營收昨（10）日全數出爐，總計達2.8兆元，是歷來最旺的3月，月增29.3%，年增0.7%，優於預期。首季總營收為7.95兆元，年增0.7%，創歷年同期新高。 
不過，受到全球經濟成長趨緩影響，3月營收創歷史新高的上市櫃公司僅55家，雖然較2月工作天數較少導致僅七家創新高明顯回升，但較元月的107家接近腰斬，更不如去年同期的138家，創新高家數是去年4月以來新低。 
經濟日報提供 分享   facebook     根據統計，鴻海3月合併營收達3,766.05億元，創歷來同期新高，較去年同期增加274億元；和碩、仁寶、緯創3月營收年增金額也在33億至77億元不等，是上市櫃公司3月總營收仍能繳出成長成績單的重要關鍵。 
3月營收締造歷史新猷的亮點產業，主要分布在環球晶、中美晶等矽晶圓族群，以及雙鴻、泰碩等散熱族群等；其他還有邦特、明基醫、中裕、台微體等生技股，以及業績逐步加溫的易華電、緯軟、昇達科等個股。 
根據統計，首季營收前十大公司當中，台積電、緯創、台塑化、大聯大等業者都不如去年同期，所幸鴻海、和碩、廣達等前三名廠商仍然維持年成長，力撐上市櫃公司首季整體營收仍續創歷來同期新高紀錄。 
台新投顧副總經理黃文清分析，第2季業績可望持續暢旺的產業，大致可從第1季營收數字表現看出些許端倪，除了部分營運漸入佳境的生技股外，較為整齊的可能會落在散熱、基地台等泛5G概念股當中。 
整體而言，由於去年上半年景氣處於高峰，加上第2季起開始進入電子業傳統淡季，即使部分樂觀外資預期台積電營收表現，可望受惠於華為等客戶拉貨，出現季成長一成的亮麗表現，但就外銷訂單來看，上市櫃公司營收向上動能相當有限。",2019,4,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
368,台股停券高峰 助攻多頭,2019-04-11,外資昨（10）日以守代攻、終結連七買，所幸自營商、公股行庫等內資買超穩盤，配合富邦金、聯發科等重量級股接續「停券」，助攻多頭，帶動台股上演擺尾翻紅戲碼，再創六個月來波段新高，大盤強勢連七漲。,"報系資料照 分享   facebook     外資昨（10）日以守代攻、終結連七買，所幸自營商、公股行庫等內資買超穩盤，配合富邦金、聯發科等重量級股接續「停券」，助攻多頭，帶動台股上演擺尾翻紅戲碼，再創六個月來波段新高，大盤強勢連七漲。 
台股昨天早盤在平盤之下遊走，但力守10,800點不墜，尾盤由黑翻紅，高點來到10,875點，續創去年10月4日以來波段新高，終場漲16點收10,868點，成交量縮至1,314億元。 
外資動態上，因周二美股收黑，外資終止連七買轉為賣超2億元，期貨淨多單也減碼3,012口至6.4萬口，有逢高調節傾向，不過台新投顧總經理李鎮宇指出，外資雖轉買為賣，相對壓抑權值股走勢，但內資穩盤，指數最後半小時竄高。 
加上國際貨幣基金（IMF）捎來上調台灣今年經濟成長率（GDP）好消息，對台灣基本面疑慮暫除，帶動買盤趁指數修正時進場卡位。 
昨日投信連二賣超3億元，但連七買的自營商則擴大買超到38億元，其中自營商自行買超就達26億元，加上八大公股行股反向買超1.5億元，顯示昨天內資撐盤力道。 
盤面另一值得關注重點，是股東會旺季逼近之際，上市櫃停券也邁入高峰，雖對多頭有助攻效應，但也對市場動能造成影響，如昨天集中市場成交量已減少約百億之譜。 
根據統計，有數百檔個股近兩周接續停券；其中不乏重量級股，富邦金、國泰金、玉山金、中信金、聯發科、統一、中鋼、中華電、兆豐金、鴻海、第一金、日月光投控等，市值均逾千億元。",2019,4,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
369,鴻海3月與Q1營收 皆創歷年同期新高,2019-04-10,"鴻海（2317）今（10）日公布3月營收約為3,766.05億元，月成長41.8%，年成長7.9%，是歷年同期新高。累...","鴻海（2317）今（10）日公布3月營收約為3,766.05億元，月成長41.8%，年成長7.9%，是歷年同期新高。累計今年首季營收達1兆563.32億元，年成長2.8%，也是歷年同期新高。 
鴻海統計，今年3月單月以3C產品別來看，年增與月增排序，以消費電子最強，其次通訊，至於運算產品居第三。",2019,4,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
370,?豐證欽點鴻海 Q2投資首選,2019-04-11,台股昨（10）日震盪，不過?豐證券最新台股策略報告指出，美中貿易談判可望於第2季落定，台股最壞時光已過，底部將不再跌破第1季低點，為大和資本後，第二家看好首季落底的外資；此外，?豐精選鴻海為本季投資首選，具備低基期與基本面翻揚利基。,"台股昨（10）日震盪，不過?豐證券最新台股策略報告指出，美中貿易談判可望於第2季落定，台股最壞時光已過，底部將不再跌破第1季低點，為大和資本後，第二家看好首季落底的外資；此外，?豐精選鴻海為本季投資首選，具備低基期與基本面翻揚利基。 
 
就台股目標指數而言，?豐維持年底目標10,880點，為此前該券商由10,450點調高後的預測，之後花旗、本土最大投顧等內外資法人，也紛紛將台股最新目標提高到10,800-11,000點，整體萬點行情屹立幾為市場共識。 
 
?豐此次出具報告，主要是剛結束全球40多個機構投資人的拜訪之旅，?豐證券台灣區研究部主管陳建名指出，歐美外資對台灣的看法分歧，看好者認為，3月製造業採購經理人指數PMI跳升到48.8，出口數據也見改善，顯示台灣景氣好轉，但也有機構指出，今年台股大漲11%，欠缺強獲利與好的科技業展望支持。 
 
值得注意是，所有投資人一面倒預期，美中貿易談判將於第2季落定，代表台股受貿易戰打擊的最壞時光將過；?豐也認為，美中雙方很有機會談出結果。 
 
以?豐非科技股分類的重要次產業消費類股來說，外資對台股最有興趣、談論最多的三檔股票，為巨大、儒鴻和大江。",2019,4,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
371,工程師誆任職鴻海擁892張股票 戶頭僅5元,2019-04-10,高雄劉姓男子為接案軟體工程師，卻涉對交友軟體「BEETALK」上認識的王姓女子謊稱是鴻海集團20幾年員工，藉此陸續以修...,"高雄劉姓男子為接案軟體工程師，卻涉對交友軟體「BEETALK」上認識的王姓女子謊稱是鴻海集團20幾年員工，藉此陸續以修車、買機票為由借款3萬多元，王女發覺他還不出錢才知有詐報警。高雄地院認為，劉借錢前戶頭僅剩5元，根本沒償債能力，但考量他已還錢，依犯詐欺取財罪處拘役120日，易科罰金1萬2000元，可上訴。 
王女提告指出，去年3月11日在BEETALK認識劉姓男子，劉每次打電話來都說很緊急，並以不同的理由表示他馬上就要那些款項；她因當時在上班，沒有辦法考證所講的是否真實，但認為他是鴻海員工有穩定工作，劉還曾傳訊說「公司去年現金股利是3.5元，我有892張股票，共領了892*1000*3.5元」，也說要搭老闆私人飛機回高雄，都使她相信他經濟能力足以還款。 
劉姓男子同年月14日稱要設立共同基金，叫王女匯款3000元；15日又說汽車擋風玻璃壞掉，借6000元修繕；16日更對王女表示「只是喜歡收到生日禮物的感覺」、「明天晚上妳刷卡買戒指後、星期五晚上老公會拿3萬2000元給妳」，如此同一個月內密集借3萬6900元。 
劉姓男子偵訊辯稱，僅是單純男女朋友間借貸關係，他因愛面子緣故，才編造理由借錢；檢方偵訊問他「坐老闆私人飛機是真的嗎？」，劉回「沒有，但跟詐騙無關，是男女朋友間誇大的表示」；檢再問所指老闆是誰？劉則承認是郭台銘，那只是誇大，郭台銘不認識他。 
法官認為，劉姓男子根本沒固定工作，王女第一次匯錢給他之前，戶頭僅剩5元，根本沒償債的能力與意思，還佯稱工作、還款日期取信王女，考量他否認犯行，但已歸還所詐得3萬6900元，依犯詐欺取財罪處拘役120日。高雄劉姓男子為接案軟體工程師，卻謊稱任職鴻海，陸續向交友軟體上任職的王姓女子借錢3萬多元，還不出錢遭報警，高雄地院依詐欺取財罪處拘役120日，可上訴。 本報資料照 分享   facebook",2019,4,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
372,鴻海第1季營收衝同期高 毛利率營益率看增,2019-04-10,鴻海自結3月合併營收新台幣3766.05億元，創歷史同期新高，第1季營收來到1兆563.32億元，衝歷史同期新高。法人估...,"鴻海董事長郭台銘。 報系資料照 分享   facebook      
鴻海自結3月合併營收新台幣3766.05億元，創歷史同期新高，第1季營收來到1兆563.32億元，衝歷史同期新高。法人估今年毛利率和營益率可較去年成長。 
鴻海自結3月合併營收3766.05億元，較2月2656.33億元成長41.78%，比去年同期3491.55億元成長7.86%。法人表示，鴻海3月營收來到歷年同期新高。 
累計今年前3月鴻海自結合併營收1兆563.32億元，較去年同期1兆275.77億元成長2.8%。法人表示，鴻海第1季營收創歷史同期新高。 
從三大產品線來看，鴻海指出，3月相較2月，消費性電子（consumer electronics）產品表現最佳，通訊（communication）類產品次之，再來是運算（computing）產品。 
若3月與去年同期相比，同樣也是消費性電子產品表現最佳，通訊類產品次之，再來是運算產品。 
法人指出，鴻海3月業績受到工作天數恢復正常拉抬，不過第1季業績仍呈現季節性淡季表現。 
展望第2季和今年營運表現，法人指出鴻海第2季業績仍待觀察整體經濟大環境走勢，尤其是美中貿易戰談判結果。今年鴻海控制費用得宜，預估毛利率和營業利益率可望較去年成長，今年每股純益有機會超過8.6元。 
亞系外資預估今年鴻海集團業績可較去年小幅成長低個位數百分點，續創歷史新高，今年本業營益率表現可望較去年佳；對於鴻海今年展望可放遠，不侷限今年上半年的季節性淡季。 
鴻海集團總裁郭台銘先前宣示今年業績成長再創新高的決心，目前集團加上關聯企業群創和日本夏普等，業績已經突破新台幣6兆元，今年仍將持續開闢新領域。",2019,4,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
